attack_id,start,end,sensor,std_ratio
2139,2015-12-28 12:51:02,2015-12-28 12:51:02,FIT101,
2139,2015-12-28 12:51:02,2015-12-28 12:51:02,LIT101,
2139,2015-12-28 12:51:02,2015-12-28 12:51:02,MV101,
2139,2015-12-28 12:51:02,2015-12-28 12:51:02,P101,
2139,2015-12-28 12:51:02,2015-12-28 12:51:02,P102,
2140,2015-12-28 12:51:05,2015-12-28 12:51:06,AIT203,1.8402
2140,2015-12-28 12:51:05,2015-12-28 12:51:06,PIT501,1.6699
2140,2015-12-28 12:51:05,2015-12-28 12:51:06,AIT201,1.6598
2140,2015-12-28 12:51:05,2015-12-28 12:51:06,FIT504,1.4908
2140,2015-12-28 12:51:05,2015-12-28 12:51:06,P205,1.4143
2141,2015-12-28 12:51:09,2015-12-28 12:51:09,FIT101,
2141,2015-12-28 12:51:09,2015-12-28 12:51:09,LIT101,
2141,2015-12-28 12:51:09,2015-12-28 12:51:09,MV101,
2141,2015-12-28 12:51:09,2015-12-28 12:51:09,P101,
2141,2015-12-28 12:51:09,2015-12-28 12:51:09,P102,
2142,2015-12-28 12:51:11,2015-12-28 12:51:12,FIT501,1.7852
2142,2015-12-28 12:51:11,2015-12-28 12:51:12,AIT501,1.7714
2142,2015-12-28 12:51:11,2015-12-28 12:51:12,FIT601,1.5563
2142,2015-12-28 12:51:11,2015-12-28 12:51:12,PIT503,1.4273
2142,2015-12-28 12:51:11,2015-12-28 12:51:12,P203,1.4143
2143,2015-12-28 12:51:16,2015-12-28 12:51:16,FIT101,
2143,2015-12-28 12:51:16,2015-12-28 12:51:16,LIT101,
2143,2015-12-28 12:51:16,2015-12-28 12:51:16,MV101,
2143,2015-12-28 12:51:16,2015-12-28 12:51:16,P101,
2143,2015-12-28 12:51:16,2015-12-28 12:51:16,P102,
2144,2015-12-28 12:51:26,2015-12-28 12:51:26,FIT101,
2144,2015-12-28 12:51:26,2015-12-28 12:51:26,LIT101,
2144,2015-12-28 12:51:26,2015-12-28 12:51:26,MV101,
2144,2015-12-28 12:51:26,2015-12-28 12:51:26,P101,
2144,2015-12-28 12:51:26,2015-12-28 12:51:26,P102,
2145,2015-12-28 12:51:35,2015-12-28 12:51:36,PIT503,2.2671
2145,2015-12-28 12:51:35,2015-12-28 12:51:36,DPIT301,1.7777
2145,2015-12-28 12:51:35,2015-12-28 12:51:36,AIT203,1.6894
2145,2015-12-28 12:51:35,2015-12-28 12:51:36,AIT402,1.6767
2145,2015-12-28 12:51:35,2015-12-28 12:51:36,AIT201,1.621
2146,2015-12-28 12:51:38,2015-12-28 12:51:38,FIT101,
2146,2015-12-28 12:51:38,2015-12-28 12:51:38,LIT101,
2146,2015-12-28 12:51:38,2015-12-28 12:51:38,MV101,
2146,2015-12-28 12:51:38,2015-12-28 12:51:38,P101,
2146,2015-12-28 12:51:38,2015-12-28 12:51:38,P102,
2147,2015-12-28 12:51:42,2015-12-28 12:51:42,FIT101,
2147,2015-12-28 12:51:42,2015-12-28 12:51:42,LIT101,
2147,2015-12-28 12:51:42,2015-12-28 12:51:42,MV101,
2147,2015-12-28 12:51:42,2015-12-28 12:51:42,P101,
2147,2015-12-28 12:51:42,2015-12-28 12:51:42,P102,
2148,2015-12-28 12:51:46,2015-12-28 12:51:46,FIT101,
2148,2015-12-28 12:51:46,2015-12-28 12:51:46,LIT101,
2148,2015-12-28 12:51:46,2015-12-28 12:51:46,MV101,
2148,2015-12-28 12:51:46,2015-12-28 12:51:46,P101,
2148,2015-12-28 12:51:46,2015-12-28 12:51:46,P102,
2149,2015-12-28 12:51:51,2015-12-28 12:51:51,FIT101,
2149,2015-12-28 12:51:51,2015-12-28 12:51:51,LIT101,
2149,2015-12-28 12:51:51,2015-12-28 12:51:51,MV101,
2149,2015-12-28 12:51:51,2015-12-28 12:51:51,P101,
2149,2015-12-28 12:51:51,2015-12-28 12:51:51,P102,
2150,2015-12-28 12:51:59,2015-12-28 12:52:00,AIT503,1.8495
2150,2015-12-28 12:51:59,2015-12-28 12:52:00,LIT101,1.8404
2150,2015-12-28 12:51:59,2015-12-28 12:52:00,FIT501,1.8143
2150,2015-12-28 12:51:59,2015-12-28 12:52:00,AIT201,1.737
2150,2015-12-28 12:51:59,2015-12-28 12:52:00,FIT301,1.7114
2151,2015-12-28 12:52:02,2015-12-28 12:52:02,FIT101,
2151,2015-12-28 12:52:02,2015-12-28 12:52:02,LIT101,
2151,2015-12-28 12:52:02,2015-12-28 12:52:02,MV101,
2151,2015-12-28 12:52:02,2015-12-28 12:52:02,P101,
2151,2015-12-28 12:52:02,2015-12-28 12:52:02,P102,
2152,2015-12-28 12:52:07,2015-12-28 12:52:07,FIT101,
2152,2015-12-28 12:52:07,2015-12-28 12:52:07,LIT101,
2152,2015-12-28 12:52:07,2015-12-28 12:52:07,MV101,
2152,2015-12-28 12:52:07,2015-12-28 12:52:07,P101,
2152,2015-12-28 12:52:07,2015-12-28 12:52:07,P102,
2153,2015-12-28 12:52:09,2015-12-28 12:52:09,FIT101,
2153,2015-12-28 12:52:09,2015-12-28 12:52:09,LIT101,
2153,2015-12-28 12:52:09,2015-12-28 12:52:09,MV101,
2153,2015-12-28 12:52:09,2015-12-28 12:52:09,P101,
2153,2015-12-28 12:52:09,2015-12-28 12:52:09,P102,
2154,2015-12-28 12:52:17,2015-12-28 12:52:19,AIT401,1.6956
2154,2015-12-28 12:52:17,2015-12-28 12:52:19,AIT501,1.5035
2154,2015-12-28 12:52:17,2015-12-28 12:52:19,AIT504,1.4532
2154,2015-12-28 12:52:17,2015-12-28 12:52:19,AIT503,1.3565
2154,2015-12-28 12:52:17,2015-12-28 12:52:19,LIT101,1.3524
2155,2015-12-28 12:52:24,2015-12-28 12:52:24,FIT101,
2155,2015-12-28 12:52:24,2015-12-28 12:52:24,LIT101,
2155,2015-12-28 12:52:24,2015-12-28 12:52:24,MV101,
2155,2015-12-28 12:52:24,2015-12-28 12:52:24,P101,
2155,2015-12-28 12:52:24,2015-12-28 12:52:24,P102,
2156,2015-12-28 12:52:28,2015-12-28 12:52:31,FIT504,1.4935
2156,2015-12-28 12:52:28,2015-12-28 12:52:31,LIT401,1.4226
2156,2015-12-28 12:52:28,2015-12-28 12:52:31,FIT502,1.2772
2156,2015-12-28 12:52:28,2015-12-28 12:52:31,AIT503,1.2764
2156,2015-12-28 12:52:28,2015-12-28 12:52:31,AIT502,1.2646
2157,2015-12-28 12:52:39,2015-12-28 12:52:39,FIT101,
2157,2015-12-28 12:52:39,2015-12-28 12:52:39,LIT101,
2157,2015-12-28 12:52:39,2015-12-28 12:52:39,MV101,
2157,2015-12-28 12:52:39,2015-12-28 12:52:39,P101,
2157,2015-12-28 12:52:39,2015-12-28 12:52:39,P102,
2158,2015-12-28 12:52:44,2015-12-28 12:52:44,FIT101,
2158,2015-12-28 12:52:44,2015-12-28 12:52:44,LIT101,
2158,2015-12-28 12:52:44,2015-12-28 12:52:44,MV101,
2158,2015-12-28 12:52:44,2015-12-28 12:52:44,P101,
2158,2015-12-28 12:52:44,2015-12-28 12:52:44,P102,
2159,2015-12-28 12:52:49,2015-12-28 12:52:50,AIT502,2.178
2159,2015-12-28 12:52:49,2015-12-28 12:52:50,AIT203,1.9038
2159,2015-12-28 12:52:49,2015-12-28 12:52:50,FIT601,1.5186
2159,2015-12-28 12:52:49,2015-12-28 12:52:50,PIT503,1.4665
2159,2015-12-28 12:52:49,2015-12-28 12:52:50,P205,1.4143
2160,2015-12-28 12:52:53,2015-12-28 12:52:53,FIT101,
2160,2015-12-28 12:52:53,2015-12-28 12:52:53,LIT101,
2160,2015-12-28 12:52:53,2015-12-28 12:52:53,MV101,
2160,2015-12-28 12:52:53,2015-12-28 12:52:53,P101,
2160,2015-12-28 12:52:53,2015-12-28 12:52:53,P102,
2161,2015-12-28 12:52:57,2015-12-28 12:52:57,FIT101,
2161,2015-12-28 12:52:57,2015-12-28 12:52:57,LIT101,
2161,2015-12-28 12:52:57,2015-12-28 12:52:57,MV101,
2161,2015-12-28 12:52:57,2015-12-28 12:52:57,P101,
2161,2015-12-28 12:52:57,2015-12-28 12:52:57,P102,
2162,2015-12-28 12:52:59,2015-12-28 12:52:59,FIT101,
2162,2015-12-28 12:52:59,2015-12-28 12:52:59,LIT101,
2162,2015-12-28 12:52:59,2015-12-28 12:52:59,MV101,
2162,2015-12-28 12:52:59,2015-12-28 12:52:59,P101,
2162,2015-12-28 12:52:59,2015-12-28 12:52:59,P102,
2163,2015-12-28 12:53:04,2015-12-28 12:53:04,FIT101,
2163,2015-12-28 12:53:04,2015-12-28 12:53:04,LIT101,
2163,2015-12-28 12:53:04,2015-12-28 12:53:04,MV101,
2163,2015-12-28 12:53:04,2015-12-28 12:53:04,P101,
2163,2015-12-28 12:53:04,2015-12-28 12:53:04,P102,
2164,2015-12-28 12:53:06,2015-12-28 12:53:07,FIT502,1.4931
2164,2015-12-28 12:53:06,2015-12-28 12:53:07,P404,1.4142
2164,2015-12-28 12:53:06,2015-12-28 12:53:07,P601,1.4142
2164,2015-12-28 12:53:06,2015-12-28 12:53:07,MV101,1.4142
2164,2015-12-28 12:53:06,2015-12-28 12:53:07,MV304,1.4142
2165,2015-12-28 12:53:10,2015-12-28 12:53:10,FIT101,
2165,2015-12-28 12:53:10,2015-12-28 12:53:10,LIT101,
2165,2015-12-28 12:53:10,2015-12-28 12:53:10,MV101,
2165,2015-12-28 12:53:10,2015-12-28 12:53:10,P101,
2165,2015-12-28 12:53:10,2015-12-28 12:53:10,P102,
2166,2015-12-28 12:53:14,2015-12-28 12:53:14,FIT101,
2166,2015-12-28 12:53:14,2015-12-28 12:53:14,LIT101,
2166,2015-12-28 12:53:14,2015-12-28 12:53:14,MV101,
2166,2015-12-28 12:53:14,2015-12-28 12:53:14,P101,
2166,2015-12-28 12:53:14,2015-12-28 12:53:14,P102,
2167,2015-12-28 12:53:16,2015-12-28 12:53:18,FIT502,1.7932
2167,2015-12-28 12:53:16,2015-12-28 12:53:18,FIT504,1.7124
2167,2015-12-28 12:53:16,2015-12-28 12:53:18,AIT201,1.6342
2167,2015-12-28 12:53:16,2015-12-28 12:53:18,AIT203,1.5647
2167,2015-12-28 12:53:16,2015-12-28 12:53:18,DPIT301,1.5491
2168,2015-12-28 12:53:33,2015-12-28 12:53:33,FIT101,
2168,2015-12-28 12:53:33,2015-12-28 12:53:33,LIT101,
2168,2015-12-28 12:53:33,2015-12-28 12:53:33,MV101,
2168,2015-12-28 12:53:33,2015-12-28 12:53:33,P101,
2168,2015-12-28 12:53:33,2015-12-28 12:53:33,P102,
2169,2015-12-28 12:53:37,2015-12-28 12:53:37,FIT101,
2169,2015-12-28 12:53:37,2015-12-28 12:53:37,LIT101,
2169,2015-12-28 12:53:37,2015-12-28 12:53:37,MV101,
2169,2015-12-28 12:53:37,2015-12-28 12:53:37,P101,
2169,2015-12-28 12:53:37,2015-12-28 12:53:37,P102,
2170,2015-12-28 12:53:39,2015-12-28 12:53:39,FIT101,
2170,2015-12-28 12:53:39,2015-12-28 12:53:39,LIT101,
2170,2015-12-28 12:53:39,2015-12-28 12:53:39,MV101,
2170,2015-12-28 12:53:39,2015-12-28 12:53:39,P101,
2170,2015-12-28 12:53:39,2015-12-28 12:53:39,P102,
2171,2015-12-28 12:53:41,2015-12-28 12:53:41,FIT101,
2171,2015-12-28 12:53:41,2015-12-28 12:53:41,LIT101,
2171,2015-12-28 12:53:41,2015-12-28 12:53:41,MV101,
2171,2015-12-28 12:53:41,2015-12-28 12:53:41,P101,
2171,2015-12-28 12:53:41,2015-12-28 12:53:41,P102,
2172,2015-12-28 12:53:43,2015-12-28 12:53:43,FIT101,
2172,2015-12-28 12:53:43,2015-12-28 12:53:43,LIT101,
2172,2015-12-28 12:53:43,2015-12-28 12:53:43,MV101,
2172,2015-12-28 12:53:43,2015-12-28 12:53:43,P101,
2172,2015-12-28 12:53:43,2015-12-28 12:53:43,P102,
2173,2015-12-28 12:53:45,2015-12-28 12:53:45,FIT101,
2173,2015-12-28 12:53:45,2015-12-28 12:53:45,LIT101,
2173,2015-12-28 12:53:45,2015-12-28 12:53:45,MV101,
2173,2015-12-28 12:53:45,2015-12-28 12:53:45,P101,
2173,2015-12-28 12:53:45,2015-12-28 12:53:45,P102,
2174,2015-12-28 12:53:49,2015-12-28 12:53:49,FIT101,
2174,2015-12-28 12:53:49,2015-12-28 12:53:49,LIT101,
2174,2015-12-28 12:53:49,2015-12-28 12:53:49,MV101,
2174,2015-12-28 12:53:49,2015-12-28 12:53:49,P101,
2174,2015-12-28 12:53:49,2015-12-28 12:53:49,P102,
2175,2015-12-28 12:53:51,2015-12-28 12:53:51,FIT101,
2175,2015-12-28 12:53:51,2015-12-28 12:53:51,LIT101,
2175,2015-12-28 12:53:51,2015-12-28 12:53:51,MV101,
2175,2015-12-28 12:53:51,2015-12-28 12:53:51,P101,
2175,2015-12-28 12:53:51,2015-12-28 12:53:51,P102,
2176,2015-12-28 12:53:54,2015-12-28 12:53:55,AIT203,2.2216
2176,2015-12-28 12:53:54,2015-12-28 12:53:55,AIT501,1.6301
2176,2015-12-28 12:53:54,2015-12-28 12:53:55,FIT601,1.6086
2176,2015-12-28 12:53:54,2015-12-28 12:53:55,AIT202,1.5943
2176,2015-12-28 12:53:54,2015-12-28 12:53:55,AIT402,1.5724
2177,2015-12-28 12:54:02,2015-12-28 12:54:02,FIT101,
2177,2015-12-28 12:54:02,2015-12-28 12:54:02,LIT101,
2177,2015-12-28 12:54:02,2015-12-28 12:54:02,MV101,
2177,2015-12-28 12:54:02,2015-12-28 12:54:02,P101,
2177,2015-12-28 12:54:02,2015-12-28 12:54:02,P102,
2178,2015-12-28 12:54:04,2015-12-28 12:54:06,AIT502,1.6685
2178,2015-12-28 12:54:04,2015-12-28 12:54:06,LIT101,1.5665
2178,2015-12-28 12:54:04,2015-12-28 12:54:06,FIT401,1.5513
2178,2015-12-28 12:54:04,2015-12-28 12:54:06,AIT203,1.494
2178,2015-12-28 12:54:04,2015-12-28 12:54:06,AIT201,1.4123
2179,2015-12-28 12:54:10,2015-12-28 12:54:10,FIT101,
2179,2015-12-28 12:54:10,2015-12-28 12:54:10,LIT101,
2179,2015-12-28 12:54:10,2015-12-28 12:54:10,MV101,
2179,2015-12-28 12:54:10,2015-12-28 12:54:10,P101,
2179,2015-12-28 12:54:10,2015-12-28 12:54:10,P102,
2180,2015-12-28 12:54:14,2015-12-28 12:54:14,FIT101,
2180,2015-12-28 12:54:14,2015-12-28 12:54:14,LIT101,
2180,2015-12-28 12:54:14,2015-12-28 12:54:14,MV101,
2180,2015-12-28 12:54:14,2015-12-28 12:54:14,P101,
2180,2015-12-28 12:54:14,2015-12-28 12:54:14,P102,
2181,2015-12-28 12:54:16,2015-12-28 12:54:16,FIT101,
2181,2015-12-28 12:54:16,2015-12-28 12:54:16,LIT101,
2181,2015-12-28 12:54:16,2015-12-28 12:54:16,MV101,
2181,2015-12-28 12:54:16,2015-12-28 12:54:16,P101,
2181,2015-12-28 12:54:16,2015-12-28 12:54:16,P102,
2182,2015-12-28 12:54:18,2015-12-28 12:54:18,FIT101,
2182,2015-12-28 12:54:18,2015-12-28 12:54:18,LIT101,
2182,2015-12-28 12:54:18,2015-12-28 12:54:18,MV101,
2182,2015-12-28 12:54:18,2015-12-28 12:54:18,P101,
2182,2015-12-28 12:54:18,2015-12-28 12:54:18,P102,
2183,2015-12-28 12:54:20,2015-12-28 12:54:20,FIT101,
2183,2015-12-28 12:54:20,2015-12-28 12:54:20,LIT101,
2183,2015-12-28 12:54:20,2015-12-28 12:54:20,MV101,
2183,2015-12-28 12:54:20,2015-12-28 12:54:20,P101,
2183,2015-12-28 12:54:20,2015-12-28 12:54:20,P102,
2184,2015-12-28 12:54:33,2015-12-28 12:54:33,FIT101,
2184,2015-12-28 12:54:33,2015-12-28 12:54:33,LIT101,
2184,2015-12-28 12:54:33,2015-12-28 12:54:33,MV101,
2184,2015-12-28 12:54:33,2015-12-28 12:54:33,P101,
2184,2015-12-28 12:54:33,2015-12-28 12:54:33,P102,
2185,2015-12-28 12:54:39,2015-12-28 12:54:40,FIT301,2.4521
2185,2015-12-28 12:54:39,2015-12-28 12:54:40,AIT502,1.5556
2185,2015-12-28 12:54:39,2015-12-28 12:54:40,P404,1.4142
2185,2015-12-28 12:54:39,2015-12-28 12:54:40,P603,1.4142
2185,2015-12-28 12:54:39,2015-12-28 12:54:40,P206,1.4142
2186,2015-12-28 12:54:49,2015-12-28 12:54:49,FIT101,
2186,2015-12-28 12:54:49,2015-12-28 12:54:49,LIT101,
2186,2015-12-28 12:54:49,2015-12-28 12:54:49,MV101,
2186,2015-12-28 12:54:49,2015-12-28 12:54:49,P101,
2186,2015-12-28 12:54:49,2015-12-28 12:54:49,P102,
2187,2015-12-28 12:54:58,2015-12-28 12:54:58,FIT101,
2187,2015-12-28 12:54:58,2015-12-28 12:54:58,LIT101,
2187,2015-12-28 12:54:58,2015-12-28 12:54:58,MV101,
2187,2015-12-28 12:54:58,2015-12-28 12:54:58,P101,
2187,2015-12-28 12:54:58,2015-12-28 12:54:58,P102,
2188,2015-12-28 12:55:01,2015-12-28 12:55:01,FIT101,
2188,2015-12-28 12:55:01,2015-12-28 12:55:01,LIT101,
2188,2015-12-28 12:55:01,2015-12-28 12:55:01,MV101,
2188,2015-12-28 12:55:01,2015-12-28 12:55:01,P101,
2188,2015-12-28 12:55:01,2015-12-28 12:55:01,P102,
2189,2015-12-28 12:55:09,2015-12-28 12:55:09,FIT101,
2189,2015-12-28 12:55:09,2015-12-28 12:55:09,LIT101,
2189,2015-12-28 12:55:09,2015-12-28 12:55:09,MV101,
2189,2015-12-28 12:55:09,2015-12-28 12:55:09,P101,
2189,2015-12-28 12:55:09,2015-12-28 12:55:09,P102,
2190,2015-12-28 12:55:12,2015-12-28 12:55:13,P203,1.4143
2190,2015-12-28 12:55:12,2015-12-28 12:55:13,P302,1.4142
2190,2015-12-28 12:55:12,2015-12-28 12:55:13,P206,1.4142
2190,2015-12-28 12:55:12,2015-12-28 12:55:13,P601,1.4142
2190,2015-12-28 12:55:12,2015-12-28 12:55:13,MV101,1.4142
2191,2015-12-28 12:55:21,2015-12-28 12:55:21,FIT101,
2191,2015-12-28 12:55:21,2015-12-28 12:55:21,LIT101,
2191,2015-12-28 12:55:21,2015-12-28 12:55:21,MV101,
2191,2015-12-28 12:55:21,2015-12-28 12:55:21,P101,
2191,2015-12-28 12:55:21,2015-12-28 12:55:21,P102,
2192,2015-12-28 12:55:23,2015-12-28 12:55:23,FIT101,
2192,2015-12-28 12:55:23,2015-12-28 12:55:23,LIT101,
2192,2015-12-28 12:55:23,2015-12-28 12:55:23,MV101,
2192,2015-12-28 12:55:23,2015-12-28 12:55:23,P101,
2192,2015-12-28 12:55:23,2015-12-28 12:55:23,P102,
2193,2015-12-28 12:55:29,2015-12-28 12:55:29,FIT101,
2193,2015-12-28 12:55:29,2015-12-28 12:55:29,LIT101,
2193,2015-12-28 12:55:29,2015-12-28 12:55:29,MV101,
2193,2015-12-28 12:55:29,2015-12-28 12:55:29,P101,
2193,2015-12-28 12:55:29,2015-12-28 12:55:29,P102,
2194,2015-12-28 12:55:41,2015-12-28 12:55:41,FIT101,
2194,2015-12-28 12:55:41,2015-12-28 12:55:41,LIT101,
2194,2015-12-28 12:55:41,2015-12-28 12:55:41,MV101,
2194,2015-12-28 12:55:41,2015-12-28 12:55:41,P101,
2194,2015-12-28 12:55:41,2015-12-28 12:55:41,P102,
2195,2015-12-28 12:55:47,2015-12-28 12:55:47,FIT101,
2195,2015-12-28 12:55:47,2015-12-28 12:55:47,LIT101,
2195,2015-12-28 12:55:47,2015-12-28 12:55:47,MV101,
2195,2015-12-28 12:55:47,2015-12-28 12:55:47,P101,
2195,2015-12-28 12:55:47,2015-12-28 12:55:47,P102,
2196,2015-12-28 12:55:55,2015-12-28 12:55:57,PIT502,1.8611
2196,2015-12-28 12:55:55,2015-12-28 12:55:57,AIT501,1.4547
2196,2015-12-28 12:55:55,2015-12-28 12:55:57,FIT401,1.4083
2196,2015-12-28 12:55:55,2015-12-28 12:55:57,FIT503,1.3757
2196,2015-12-28 12:55:55,2015-12-28 12:55:57,LIT301,1.3554
2197,2015-12-28 12:56:06,2015-12-28 12:56:06,FIT101,
2197,2015-12-28 12:56:06,2015-12-28 12:56:06,LIT101,
2197,2015-12-28 12:56:06,2015-12-28 12:56:06,MV101,
2197,2015-12-28 12:56:06,2015-12-28 12:56:06,P101,
2197,2015-12-28 12:56:06,2015-12-28 12:56:06,P102,
2198,2015-12-28 12:56:09,2015-12-28 12:56:09,FIT101,
2198,2015-12-28 12:56:09,2015-12-28 12:56:09,LIT101,
2198,2015-12-28 12:56:09,2015-12-28 12:56:09,MV101,
2198,2015-12-28 12:56:09,2015-12-28 12:56:09,P101,
2198,2015-12-28 12:56:09,2015-12-28 12:56:09,P102,
2199,2015-12-28 12:56:14,2015-12-28 12:56:14,FIT101,
2199,2015-12-28 12:56:14,2015-12-28 12:56:14,LIT101,
2199,2015-12-28 12:56:14,2015-12-28 12:56:14,MV101,
2199,2015-12-28 12:56:14,2015-12-28 12:56:14,P101,
2199,2015-12-28 12:56:14,2015-12-28 12:56:14,P102,
2200,2015-12-28 12:56:16,2015-12-28 12:56:16,FIT101,
2200,2015-12-28 12:56:16,2015-12-28 12:56:16,LIT101,
2200,2015-12-28 12:56:16,2015-12-28 12:56:16,MV101,
2200,2015-12-28 12:56:16,2015-12-28 12:56:16,P101,
2200,2015-12-28 12:56:16,2015-12-28 12:56:16,P102,
2201,2015-12-28 12:56:18,2015-12-28 12:56:18,FIT101,
2201,2015-12-28 12:56:18,2015-12-28 12:56:18,LIT101,
2201,2015-12-28 12:56:18,2015-12-28 12:56:18,MV101,
2201,2015-12-28 12:56:18,2015-12-28 12:56:18,P101,
2201,2015-12-28 12:56:18,2015-12-28 12:56:18,P102,
2202,2015-12-28 12:56:21,2015-12-28 12:56:22,AIT501,1.8496
2202,2015-12-28 12:56:21,2015-12-28 12:56:22,P205,1.4143
2202,2015-12-28 12:56:21,2015-12-28 12:56:22,P302,1.4142
2202,2015-12-28 12:56:21,2015-12-28 12:56:22,P404,1.4142
2202,2015-12-28 12:56:21,2015-12-28 12:56:22,P603,1.4142
2203,2015-12-28 12:56:25,2015-12-28 12:56:25,FIT101,
2203,2015-12-28 12:56:25,2015-12-28 12:56:25,LIT101,
2203,2015-12-28 12:56:25,2015-12-28 12:56:25,MV101,
2203,2015-12-28 12:56:25,2015-12-28 12:56:25,P101,
2203,2015-12-28 12:56:25,2015-12-28 12:56:25,P102,
2204,2015-12-28 12:56:34,2015-12-28 12:56:34,FIT101,
2204,2015-12-28 12:56:34,2015-12-28 12:56:34,LIT101,
2204,2015-12-28 12:56:34,2015-12-28 12:56:34,MV101,
2204,2015-12-28 12:56:34,2015-12-28 12:56:34,P101,
2204,2015-12-28 12:56:34,2015-12-28 12:56:34,P102,
2205,2015-12-28 12:56:36,2015-12-28 12:56:37,FIT301,1.8034
2205,2015-12-28 12:56:36,2015-12-28 12:56:37,P205,1.4143
2205,2015-12-28 12:56:36,2015-12-28 12:56:37,P401,1.4143
2205,2015-12-28 12:56:36,2015-12-28 12:56:37,P603,1.4142
2205,2015-12-28 12:56:36,2015-12-28 12:56:37,MV303,1.4142
2206,2015-12-28 12:56:39,2015-12-28 12:56:39,FIT101,
2206,2015-12-28 12:56:39,2015-12-28 12:56:39,LIT101,
2206,2015-12-28 12:56:39,2015-12-28 12:56:39,MV101,
2206,2015-12-28 12:56:39,2015-12-28 12:56:39,P101,
2206,2015-12-28 12:56:39,2015-12-28 12:56:39,P102,
2207,2015-12-28 12:56:42,2015-12-28 12:56:42,FIT101,
2207,2015-12-28 12:56:42,2015-12-28 12:56:42,LIT101,
2207,2015-12-28 12:56:42,2015-12-28 12:56:42,MV101,
2207,2015-12-28 12:56:42,2015-12-28 12:56:42,P101,
2207,2015-12-28 12:56:42,2015-12-28 12:56:42,P102,
2208,2015-12-28 12:56:50,2015-12-28 12:56:50,FIT101,
2208,2015-12-28 12:56:50,2015-12-28 12:56:50,LIT101,
2208,2015-12-28 12:56:50,2015-12-28 12:56:50,MV101,
2208,2015-12-28 12:56:50,2015-12-28 12:56:50,P101,
2208,2015-12-28 12:56:50,2015-12-28 12:56:50,P102,
2209,2015-12-28 12:56:52,2015-12-28 12:56:52,FIT101,
2209,2015-12-28 12:56:52,2015-12-28 12:56:52,LIT101,
2209,2015-12-28 12:56:52,2015-12-28 12:56:52,MV101,
2209,2015-12-28 12:56:52,2015-12-28 12:56:52,P101,
2209,2015-12-28 12:56:52,2015-12-28 12:56:52,P102,
2210,2015-12-28 12:56:54,2015-12-28 12:56:54,FIT101,
2210,2015-12-28 12:56:54,2015-12-28 12:56:54,LIT101,
2210,2015-12-28 12:56:54,2015-12-28 12:56:54,MV101,
2210,2015-12-28 12:56:54,2015-12-28 12:56:54,P101,
2210,2015-12-28 12:56:54,2015-12-28 12:56:54,P102,
2211,2015-12-28 12:56:56,2015-12-28 12:56:56,FIT101,
2211,2015-12-28 12:56:56,2015-12-28 12:56:56,LIT101,
2211,2015-12-28 12:56:56,2015-12-28 12:56:56,MV101,
2211,2015-12-28 12:56:56,2015-12-28 12:56:56,P101,
2211,2015-12-28 12:56:56,2015-12-28 12:56:56,P102,
2212,2015-12-28 12:57:00,2015-12-28 12:57:00,FIT101,
2212,2015-12-28 12:57:00,2015-12-28 12:57:00,LIT101,
2212,2015-12-28 12:57:00,2015-12-28 12:57:00,MV101,
2212,2015-12-28 12:57:00,2015-12-28 12:57:00,P101,
2212,2015-12-28 12:57:00,2015-12-28 12:57:00,P102,
2213,2015-12-28 12:57:04,2015-12-28 12:57:05,AIT503,1.9775
2213,2015-12-28 12:57:04,2015-12-28 12:57:05,FIT503,1.9531
2213,2015-12-28 12:57:04,2015-12-28 12:57:05,AIT401,1.4698
2213,2015-12-28 12:57:04,2015-12-28 12:57:05,P205,1.4143
2213,2015-12-28 12:57:04,2015-12-28 12:57:05,P302,1.4142
2214,2015-12-28 12:57:10,2015-12-28 12:57:10,FIT101,
2214,2015-12-28 12:57:10,2015-12-28 12:57:10,LIT101,
2214,2015-12-28 12:57:10,2015-12-28 12:57:10,MV101,
2214,2015-12-28 12:57:10,2015-12-28 12:57:10,P101,
2214,2015-12-28 12:57:10,2015-12-28 12:57:10,P102,
2215,2015-12-28 12:57:13,2015-12-28 12:57:13,FIT101,
2215,2015-12-28 12:57:13,2015-12-28 12:57:13,LIT101,
2215,2015-12-28 12:57:13,2015-12-28 12:57:13,MV101,
2215,2015-12-28 12:57:13,2015-12-28 12:57:13,P101,
2215,2015-12-28 12:57:13,2015-12-28 12:57:13,P102,
2216,2015-12-28 12:57:19,2015-12-28 12:57:19,FIT101,
2216,2015-12-28 12:57:19,2015-12-28 12:57:19,LIT101,
2216,2015-12-28 12:57:19,2015-12-28 12:57:19,MV101,
2216,2015-12-28 12:57:19,2015-12-28 12:57:19,P101,
2216,2015-12-28 12:57:19,2015-12-28 12:57:19,P102,
2217,2015-12-28 12:57:24,2015-12-28 12:57:25,AIT203,2.0815
2217,2015-12-28 12:57:24,2015-12-28 12:57:25,PIT501,1.4238
2217,2015-12-28 12:57:24,2015-12-28 12:57:25,P203,1.4143
2217,2015-12-28 12:57:24,2015-12-28 12:57:25,P404,1.4142
2217,2015-12-28 12:57:24,2015-12-28 12:57:25,P603,1.4142
2218,2015-12-28 12:57:27,2015-12-28 12:57:27,FIT101,
2218,2015-12-28 12:57:27,2015-12-28 12:57:27,LIT101,
2218,2015-12-28 12:57:27,2015-12-28 12:57:27,MV101,
2218,2015-12-28 12:57:27,2015-12-28 12:57:27,P101,
